Country,Section,Detail
Indonesia,Helpful Hints,"Taking photographs is a way of honoring someone. Indonesians 
              may ask to take your picture."
Indonesia,Helpful Hints,"Civil servants are respected. Be very respectful to government 
              workers. Never treat them as though they are your servants."
Indonesia,Helpful Hints,"Don't assume tomorrow means tomorrow. Tomorrow may mean 
              sometime in the future. Set specific dates and times for 
              arrangements."
Indonesia,Helpful Hints,Do not chew gum or yawn in public.
Indonesia,Especially for Women,"Indonesia is a Muslim society and very male-oriented, but most 
              female visitors experience very few hassles with men. However, 
              blond-haired, blue-eyed women may be hassled more often than dark 
              women. It helps if you dress modestly."
Indonesia,Especially for Women,"Businesswomen may invite an Indonesian businessman and his 
              wife to dinner. Arrange payment in advance to avoid embarrassment 
              (loss of face) to your male guest."
Indonesia,Especially for Women,A woman is expected to initiate a handshake.
Indonesia,Especially for Women,
Indonesia,Especially for Women,^Back to Top
Ireland,Meeting and Greeting,"Shake hands with everyone present -- men, women and children 
              -- at a business or social gathering. Shake hands again when 
              leaving."
Ireland,Meeting and Greeting,A firm handshake with eye contact is expected.
Ireland,Body Language,"The Irish are not very physically demonstrative and are not 
              comfortable with public displays of affection."
Ireland,Body Language,"The Irish are uncomfortable with loud, aggressive, and 
              arrogant behavior."
Ireland,Body Language,"A ""Reverse V for victory"" gesture is considered obscene."
Ireland,Corporate Culture,"Business is best initiated through a well-connected third 
              party. Who you know may be vital to your business success."
Ireland,Corporate Culture,"The Irish are not very time conscious and may not be punctual 
              for business and social meetings. They have a relaxed sense of 
              time and may be a little late for meetings. However, a foreigner 
              should be on time for business meetings."
Ireland,Corporate Culture,"Business cards are exchanged, but not necessarily immediately 
              upon meeting."
Ireland,Corporate Culture,"Irish people tend to be creative and calm in a crisis. They 
              prefer to improvise rather than follow a rigid plan."
Ireland,Corporate Culture,"Outwardly the Irish accept authority but inwardly have strong 
              displeasure in accepting it. They also dislike bureaucracy."
Ireland,Corporate Culture,"Planning and strategy are short term. Irish tend to be poor in 
              long-range planning."
Ireland,Corporate Culture,"Don't be misled by the easy going and amiable attitudes of the 
              Irish. In negotiations, the Irish are astute and tenacious."
Ireland,Corporate Culture,"The golf course is a major venue for conducting business in 
              Ireland."
Ireland,Dining and Entertainment,Business entertainment is commonly conducted in restaurants.
Ireland,Dining and Entertainment,"Business dinners are usually considered more of a social 
              occasion and a good way to develop relationships."
