Country,Section,Detail
Luxembourg,Body Language,"Dinner is usually a social occasion and a time to enjoy good 
              food, wine and discussion."
Luxembourg,Body Language,"When finished eating, place your knife and fork side by side 
              on the plate at the 5:25 position. To quietly signify that you are 
              not finished or that you would like more food, cross your knife 
              and fork in the middle of your plate. Leaving food on your plate 
              is impolite."
Luxembourg,Body Language,Dress
Luxembourg,Body Language,Cleanliness and neatness are very important.
Luxembourg,Body Language,"For business, men should wear suits and ties, sometimes hats, 
              or just a sports coat/blazer and dress pants."
Luxembourg,Body Language,Women should wear dresses or suits.
Luxembourg,Body Language,Gifts
Luxembourg,Body Language,"Always bring a gift to the hostess when invited to someone's 
              home. It will probably not be unwrapped immediately (unless no 
              other guests are present or expected)."
Luxembourg,Body Language,"Give: bouquets of flowers (but not chrysanthemums), bottles of 
              liqueur (but not cheap ones, ask the retailer to recommend one), 
              chocolates."
Luxembourg,Body Language,"Small business gifts may be exchanged, but usually not at the 
              first meeting."
Luxembourg,Body Language,"It is acceptable, but not expected, to give a Christmas gift 
              to a Luxembourger colleague, but never send it to a Luxembourger's 
              home."
Luxembourg,Body Language,"Give: books, music, good quality liquor."
Luxembourg,Body Language,Helpful Hints
Luxembourg,Body Language,"Recognize Luxembourg's uniqueness and its nationality. Do not 
              lump the Luxembourgers together with the French or Belgians, and 
              especially not with the Germans."
Luxembourg,Body Language,"Expect the pace of life to be less hurried than most of 
              Europe."
Luxembourg,Body Language,Don't chew gum in public.
Luxembourg,Body Language,Especially for Women
Luxembourg,Body Language,"Foreign women will have no problem doing business in 
              Luxembourg."
Luxembourg,Body Language,"A foreign woman does not have to think twice about inviting a 
              Luxembourger man to dinner."
Luxembourg,Body Language,"Make arrangements in advance with the waiter to pay for 
              business dinners."
Luxembourg,Corporate Culture,"Luxembourgers take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you will be delayed."
Luxembourg,Corporate Culture,"Meetings are brief. Luxembourgers usually get right down to 
              business."
Luxembourg,Corporate Culture,"People are reserved in both their business and private lives. 
              Business/private lives are kept clearly separate."
Luxembourg,Corporate Culture,"Traditionally, older, more established companies have had a 
              strict hierarchy, but union representation on the board has become 
              more common and a consensus-oriented decision style has been 
              implemented."
Luxembourg,Corporate Culture,Dining and Entertainment
Luxembourg,Corporate Culture,"Luxembourgers insist on punctuality for most social occasions. 
              For evening dinners, arrive 15 minutes later than what is stated 
              on the invitation."
Luxembourg,Corporate Culture,"Dinner is usually a social occasion and a time to enjoy good 
              food, wine and discussion."
