,Country,Section,Detail,Unnamed: 0
3744,Greece,Meeting and Greeting,"Greeks may share the bill with the host, but a foreigner 
              should not try to do so. The person who extends the invitation 
              pays.",
3745,Greece,Meeting and Greeting,"Eat everything on your plate. If you cannot eat everything on 
              your plate, you must tell the hostess that it is too much food the 
              moment you are given your plate. At that time, your plate with 
              either be brought back to the kitchen and some food taken off, or 
              the hostess will insist that you try to eat what you can.",
3746,Greece,Meeting and Greeting,"Eat more, stay longer or do whatever a host insists upon. The 
              offer will be very sincere.",
3747,Greece,Meeting and Greeting,Try to join in Greek dances. It is greatly appreciated.,
3748,Greece,Meeting and Greeting,"Business dinners are social occasions. Follow your host's lead 
              as to whether or not business is discussed at dinner.",
3749,Greece,Meeting and Greeting,Be extremely careful of your wine intake.,
3751,Greece,Meeting and Greeting,Dress is more informal than in most European countries.,
3752,Greece,Meeting and Greeting,Women most often wear dresses.,
3754,Greece,Meeting and Greeting,"Always bring the hostess a gift when invited to someone's 
              home. Give: expensive wines, brandy, pastries, whiskey, cut 
              flowers. Do not give: inexpensive wines, knives, sharp objects.",
3755,Greece,Meeting and Greeting,"Business gifts are commonly exchanged among business 
              colleagues. Give: expensive wines, something for the home, Greek 
              handicrafts, gifts with company logo. Do not give: inexpensive 
              wines, sharp objects.",
3757,Greece,Meeting and Greeting,"The Greeks ""pass"" time, not ""use"" it.",
3758,Greece,Meeting and Greeting,"Expect Greeks to ask personal questions, such as ""Are you 
              married?"" or ""Do you have children?"" This is not considered rude, 
              but an attempt to get to know you personally.",
3760,Greece,Meeting and Greeting,Foreign women will find Greece a good place to do business.,
3761,Greece,Meeting and Greeting,"Women's opportunities in business depend on their connections, 
              the same as for men.",
3762,Greece,Meeting and Greeting,"It could be a problem for a foreign woman to invite a Greek 
              man to lunch or dinner. Invite others along as well or, if for 
              dinner, invite his wife.",
3763,Greece,Meeting and Greeting,"A Greek man will always try to pay, but if you make 
              arrangements beforehand and are insistent, he will probably give 
              in.",
3889,Hong Kong,Meeting and Greeting,"Shake hands with everyone -- men, women and children -- upon 
              meeting and leaving. Note that Hong Kong Chinese handshakes may be 
              less firm than a Western handshake.",
3890,Hong Kong,Meeting and Greeting,"Higher-ranking persons are introduced before those of lower 
              rank. An older person comes before a younger person, and a woman 
              before a man. Family members are greeted in order of age, oldest 
              first and youngest last.",
3891,Hong Kong,Meeting and Greeting,"It is polite to inquire about a person's health or activities 
              upon greeting.",
3893,Hong Kong,Meeting and Greeting,"Use family names and appropriate titles until specifically 
              invited by your host or colleagues to use their first names.",
3894,Hong Kong,Meeting and Greeting,"Address the Chinese with Mr., Mrs., Miss or professional title 
              plus family name. Example: Lau Gan Lei would be Mr. Lau or Doctor 
              Lau or Professor Lau.",
3895,Hong Kong,Meeting and Greeting,"Chinese names have two parts: family name and given name. The 
              family name comes first.",
3897,Hong Kong,Meeting and Greeting,"Hong Kong Chinese may stand close when talking, however, they 
              are reserved and uncomfortable with body contact. Do not hug, kiss 
              or pat people on the back.",
3898,Hong Kong,Meeting and Greeting,Winking at someone is considered a very rude gesture.,
3899,Hong Kong,Meeting and Greeting,Request your bill by making a writing motion with your hand.,
3900,Hong Kong,Meeting and Greeting,"To beckon someone, extend your arm, palm down, and make a 
              scratching motion with your fingers.",
3901,Hong Kong,Meeting and Greeting,"Never point with your index finger. This is used only for 
              animals. Point with your hand open.",
3903,Hong Kong,Meeting and Greeting,"Punctuality is expected and respected; be on time for all 
              appointments. Allow ""courtesy time"" (30 minutes) if someone is 
              late for an appointment with you.",
3904,Hong Kong,Meeting and Greeting,"Tea is served at meetings. Do not drink until your host takes 
              the first sip. A host leaving tea untouched signals the end of the 
              meeting.",
3905,Hong Kong,Meeting and Greeting,"Bring business cards printed in English on one side and 
              Chinese on the other side. Make sure that the Chinese side uses 
              ""classical"" characters, the written form of Chinese used in Hong 
              Kong, and not ""simplified"" characters, which are used in the 
              People's Republic of China. Upon introduction, present your 
              business card with both hands and with the Chinese side up.",
3906,Hong Kong,Meeting and Greeting,"Be sure to look at a business card upon receiving it. Do not 
              write on a business card in front of the person who gave it to 
              you.",
3907,Hong Kong,Meeting and Greeting,"Lawyers are not included in negotiations until contracts are 
              drawn up and signed.",
